A,A.ADM1,first-order administrative division,"a primary administrative division of a country, such as a state in the United States"
S,S.LDNG,landing,"a place where boats receive or discharge passengers and freight, but lacking most port facilities"
S,S.LEPC,leper colony,a settled area inhabited by lepers in relative isolation
S,S.LIBR,library,"A place in which information resources such as books are kept for reading, reference, or lending."
S,S.LNDF,landfill,a place for trash and garbage disposal in which the waste is buried between layers of earth to build up low-lying land
S,S.LOCK,lock(s),a basin in a waterway with gates at each end by means of which vessels are passed from one water level to another
S,S.LTHSE,lighthouse,a distinctive structure exhibiting a major navigation light
S,S.MALL,mall,"A large, often enclosed shopping complex containing various stores, businesses, and restaurants usually accessible by common passageways."
S,S.MAR,marina,"a harbor facility for small boats, yachts, etc."
S,S.MFG,factory,"one or more buildings where goods are manufactured, processed or fabricated"
S,S.MFGB,brewery,one or more buildings where beer is brewed
S,S.MFGC,cannery,a building where food items are canned
S,S.MFGCU,copper works,a facility for processing copper ore
S,S.MFGLM,limekiln,a furnace in which limestone is reduced to lime
S,S.MFGM,munitions plant,a factory where ammunition is made
S,S.MFGPH,phosphate works,a facility for producing fertilizer
S,S.MFGQ,abandoned factory,
S,S.MFGSG,sugar refinery,a facility for converting raw sugar into refined sugar
S,S.MKT,market,a place where goods are bought and sold at regular intervals
S,S.ML,mill(s),"a building housing machines for transforming, shaping, finishing, grinding, or extracting products"
S,S.MLM,ore treatment plant,a facility for improving the metal content of ore by concentration
S,S.MLO,olive oil mill,a mill where oil is extracted from olives
S,S.MLSG,sugar mill,a facility where sugar cane is processed into raw sugar
S,S.MLSGQ,former sugar mill,a sugar mill no longer used as a sugar mill
S,S.MLSW,sawmill,a mill where logs or lumber are sawn to specified shapes and sizes
S,S.MLWND,windmill,a mill or water pump powered by wind
S,S.MLWTR,water mill,a mill powered by running water
S,S.MN,mine(s),a site where mineral ores are extracted from the ground by excavating surface pits and subterranean passages
S,S.MNAU,gold mine(s),"a mine where gold ore, or alluvial gold is extracted"
S,S.MNC,coal mine(s),a mine where coal is extracted
S,S.MNCR,chrome mine(s),a mine where chrome ore is extracted
S,S.MNCU,copper mine(s),a mine where copper ore is extracted
S,S.MNFE,iron mine(s),a mine where iron ore is extracted
S,S.MNMT,monument,a commemorative structure or statue
S,S.MNN,salt mine(s),a mine from which salt is extracted
S,S.MNQ,abandoned mine,
S,S.MNQR,quarry(-ies),"a surface mine where building stone or gravel and sand, etc. are extracted"
S,S.MOLE,mole,a massive structure of masonry or large stones serving as a pier or breakwater
S,S.MSQE,mosque,a building for public Islamic worship
S,S.MSSN,mission,"a place characterized by dwellings, school, church, hospital and other facilities operated by a religious group for the purpose of providing charitable services and to propagate religion"
S,S.MSSNQ,abandoned mission,
S,S.MSTY,monastery,a building and grounds where a community of monks lives in seclusion
S,S.MTRO,metro station,"metro station (Underground, Tube, or Metro) "
S,S.MUS,museum,a building where objects of permanent interest in one or more of the arts and sciences are preserved and exhibited
S,S.NOV,novitiate,a religious house or school where novices are trained
S,S.NSY,nursery(-ies),a place where plants are propagated for transplanting or grafting
S,S.OBPT,observation point,a wildlife or scenic observation point
S,S.OBS,observatory,a facility equipped for observation of atmospheric or space phenomena
S,S.OBSR,radio observatory,a facility equipped with an array of antennae for receiving radio waves from space
S,S.OILJ,oil pipeline junction,a section of an oil pipeline where two or more pipes join together
S,S.OILQ,abandoned oil well,
S,S.OILR,oil refinery,a facility for converting crude oil into refined petroleum products
S,S.OILT,tank farm,"a tract of land occupied by large, cylindrical, metal tanks in which oil or liquid petrochemicals are stored"
S,S.OILW,oil well,a well from which oil may be pumped
S,S.OPRA,opera house,A theater designed chiefly for the performance of operas.
S,S.PAL,palace,"a large stately house, often a royal or presidential residence"
S,S.PGDA,pagoda,"a tower-like storied structure, usually a Buddhist shrine"
S,S.PIER,pier,a structure built out into navigable water on piles providing berthing for ships and recreation
S,S.PKLT,parking lot,an area used for parking vehicles
S,S.PMPO,oil pumping station,a facility for pumping oil through a pipeline
S,S.PMPW,water pumping station,a facility for pumping water from a major well or through a pipeline
S,S.PO,post office,"a public building in which mail is received, sorted and distributed"
S,S.PP,police post,a building in which police are stationed
S,S.PPQ,abandoned police post,
S,S.PRKGT,park gate,a controlled access to a park
S,S.PRKHQ,park headquarters,a park administrative facility
S,S.PRN,prison,a facility for confining prisoners
S,S.PRNJ,reformatory,"a facility for confining, training, and reforming young law offenders"
S,S.PRNQ,abandoned prison,
S,S.PS,power station,a facility for generating electric power
S,S.PSH,hydroelectric power station,a building where electricity is generated from water power
S,S.PSN,nuclear power station,nuclear power station
S,S.PSTB,border post,a post or station at an international boundary for the regulation of movement of people and goods
S,S.PSTC,customs post,a building at an international boundary where customs and duties are paid on goods
S,S.PSTP,patrol post,a post from which patrols are sent out
S,S.PYR,pyramid,an ancient massive structure of square ground plan with four triangular faces meeting at a point and used for enclosing tombs
S,S.PYRS,pyramids,ancient massive structures of square ground plan with four triangular faces meeting at a point and used for enclosing tombs
S,S.QUAY,quay,a structure of solid construction along a shore or bank which provides berthing for ships and which generally provides cargo handling facilities
S,S.RDCR,traffic circle,a road junction formed around a central circle about which traffic moves in one direction only
S,S.RDIN,intersection,a junction of two or more highways by a system of separate levels that permit traffic to pass from one to another without the crossing of traffic streams
S,S.RECG,golf course,a recreation field where golf is played
S,S.RECR,racetrack,a track where races are held
S,S.REST,restaurant,A place where meals are served to the public
S,S.RET,store,a building where goods and/or services are offered for sale
S,S.RHSE,resthouse,a structure maintained for the rest and shelter of travelers
S,S.RKRY,rookery,a breeding place of a colony of birds or seals
S,S.RLG,religious site,an ancient site of significant religious importance
S,S.RLGR,retreat,"a place of temporary seclusion, especially for religious groups"
S,S.RNCH,ranch(es),a large farm specializing in extensive grazing of livestock
S,S.RSD,railroad siding,a short track parallel to and joining the main track
S,S.RSGNL,railroad signal,a signal at the entrance of a particular section of track governing the movement of trains
S,S.RSRT,resort,"a specialized facility for vacation, health, or participation sports activities"
S,S.RSTN,railroad station,"a facility comprising ticket office, platforms, etc. for loading and unloading train passengers and freight"
S,S.RSTNQ,abandoned railroad station,
S,S.RSTP,railroad stop,a place lacking station facilities where trains stop to pick up and unload passengers and freight
S,S.RSTPQ,abandoned railroad stop,
S,S.RUIN,ruin(s),a destroyed or decayed structure which is no longer functional
S,S.SCH,school,building(s) where instruction in one or more branches of knowledge takes place
S,S.SCHA,agricultural school,a school with a curriculum focused on agriculture
S,S.SCHC,college,the grounds and buildings of an institution of higher learning
S,S.SCHL,language school,Language Schools & Institutions
S,S.SCHM,military school,a school at which military science forms the core of the curriculum
S,S.SCHN,maritime school,a school at which maritime sciences form the core of the curriculum
S,S.SCHT,technical school,post-secondary school with a specifically technical or vocational curriculum
S,S.SECP,State Exam Prep Centre,state exam preparation centres
S,S.SHPF,sheepfold,a fence or wall enclosure for sheep and other small herd animals
S,S.SHRN,shrine,a structure or place memorializing a person or religious concept
S,S.SHSE,storehouse,"a building for storing goods, especially provisions"
S,S.SLCE,sluice,"a conduit or passage for carrying off surplus water from a waterbody, usually regulated by means of a sluice gate"
S,S.SNTR,sanatorium,a facility where victims of physical or mental disorders are treated
S,S.SPA,spa,a resort area usually developed around a medicinal spring
S,S.SPLY,spillway,"a passage or outlet through which surplus water flows over, around or through a dam"
S,S.SQR,square,"a broad, open, public area near the center of a town or city"
S,S.STBL,stable,"a building for the shelter and feeding of farm animals, especially horses"
S,S.STDM,stadium,a structure with an enclosure for athletic games with tiers of seats for spectators
S,S.STNB,scientific research base,a scientific facility used as a base from which research is carried out or monitored
S,S.STNC,coast guard station,a facility from which the coast is guarded by armed vessels
S,S.STNE,experiment station,a facility for carrying out experiments
S,S.STNF,forest station,a collection of buildings and facilities for carrying out forest management
S,S.STNI,inspection station,"a station at which vehicles, goods, and people are inspected"
S,S.STNM,meteorological station,a station at which weather elements are recorded
S,S.STNR,radio station,a facility for producing and transmitting information by radio waves
S,S.STNS,satellite station,a facility for tracking and communicating with orbiting satellites
S,S.STNW,whaling station,a facility for butchering whales and processing train oil
S,S.STPS,steps,stones or slabs placed for ease in ascending or descending a steep slope
S,S.SWT,sewage treatment plant,facility for the processing of sewage and/or wastewater
S,S.SYG,synagogue,a place for Jewish worship and religious instruction
S,S.THTR,theater,"a building or outdoor area used for live theatrical presentations, concerts, opera or dance productions, cinema, and/or other stage productions"
S,S.TMB,tomb(s),a structure for interring bodies
S,S.TMPL,temple(s),an edifice dedicated to religious worship
S,S.TNKD,cattle dipping tank,a small artificial pond used for immersing cattle in chemically treated water for disease control
S,S.TOLL,toll gate/barrier,highway toll collection station
S,S.TOWR,tower,"a high conspicuous structure, typically much higher than its diameter"
S,S.TRAM,tram,rail vehicle along urban streets (also known as streetcar or trolley)
S,S.TRANT,transit terminal,facilities for the handling of vehicular freight and passengers
S,S.TRIG,triangulation station,a point on the earth whose position has been determined by triangulation
S,S.TRMO,oil pipeline terminal,a tank farm or loading facility at the end of an oil pipeline
S,S.TWO,temp work office,Temporary Work Offices
S,S.UNIP,university prep school,University Preparation Schools & Institutions
S,S.UNIV,university,An institution for higher learning with teaching and research facilities constituting a graduate school and professional schools that award master's degrees and doctorates and an undergraduate division that awards bachelor's degrees.
S,S.USGE,united states government establishment,a facility operated by the United States Government in Panama
S,S.VETF,veterinary facility,a building or camp at which veterinary services are available
S,S.WALL,wall,"a thick masonry structure, usually enclosing a field or building, or forming the side of a structure"
S,S.WALLA,ancient wall,the remains of a linear defensive stone structure
S,S.WEIR,weir(s),"a small dam in a stream, designed to raise the water level or to divert stream flow through a desired channel"
S,S.WHRF,wharf(-ves),a structure of open rather than solid construction along a shore or a bank which provides berthing for ships and cargo-handling facilities
S,S.WRCK,wreck,the site of the remains of a wrecked vessel
S,S.WTRW,waterworks,a facility for supplying potable water through a water source and a system of pumps and filtration beds
S,S.ZNF,free trade zone,"an area, usually a section of a port, where goods may be received and shipped free of customs duty and of most customs regulations"
S,S.ZOO,zoo,a zoological garden or park where wild animals are kept for exhibition
T,T.ASPH,asphalt lake,a small basin containing naturally occurring asphalt
T,T.ATOL,atoll(s),a ring-shaped coral reef which has closely spaced islands on it encircling a lagoon
T,T.BAR,bar,"a shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts"
T,T.BCH,beach,a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves
T,T.BCHS,beaches,a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves
T,T.BDLD,badlands,"an area characterized by a maze of very closely spaced, deep, narrow, steep-sided ravines, and sharp crests and pinnacles"
T,T.BLDR,boulder field,"a high altitude or high latitude bare, flat area covered with large angular rocks"
T,T.BLHL,blowhole(s),a hole in coastal rock through which sea water is forced by a rising tide or waves and spurted through an outlet into the air
T,T.BLOW,blowout(s),"a small depression in sandy terrain, caused by wind erosion"
T,T.BNCH,bench,"a long, narrow bedrock platform bounded by steeper slopes above and below, usually overlooking a waterbody"
T,T.BUTE,butte(s),"a small, isolated, usually flat-topped hill with steep sides"
T,T.CAPE,cape,"a land area, more prominent than a point, projecting into the sea and marking a notable change in coastal direction"
T,T.CFT,cleft(s),"a deep narrow slot, notch, or groove in a coastal cliff"
T,T.CLDA,caldera,a depression measuring kilometers across formed by the collapse of a volcanic mountain
T,T.CLF,cliff(s),"a high, steep to perpendicular slope overlooking a waterbody or lower area"
T,T.CNYN,canyon,"a deep, narrow valley with steep sides cutting into a plateau or mountainous area"
T,T.CONE,cone(s),a conical landform composed of mud or volcanic material
T,T.CRDR,corridor,a strip or area of land having significance as an access way
T,T.CRQ,cirque,a bowl-like hollow partially surrounded by cliffs or steep slopes at the head of a glaciated valley
T,T.CRQS,cirques,bowl-like hollows partially surrounded by cliffs or steep slopes at the head of a glaciated valley
T,T.CRTR,crater(s),a generally circular saucer or bowl-shaped depression caused by volcanic or meteorite explosive action
T,T.CUET,cuesta(s),an asymmetric ridge formed on tilted strata
T,T.DLTA,delta,a flat plain formed by alluvial deposits at the mouth of a stream
T,T.DPR,depression(s),a low area surrounded by higher land and usually characterized by interior drainage
T,T.DSRT,desert,a large area with little or no vegetation due to extreme environmental conditions
T,T.DUNE,dune(s),"a wave form, ridge or star shape feature composed of sand"
T,T.DVD,divide,a line separating adjacent drainage basins
T,T.ERG,sandy desert,an extensive tract of shifting sand and sand dunes
T,T.FAN,fan(s),a fan-shaped wedge of coarse alluvium with apex merging with a mountain stream bed and the fan spreading out at a low angle slope onto an adjacent plain
T,T.FORD,ford,a shallow part of a stream which can be crossed on foot or by land vehicle
T,T.FSR,fissure,a crack associated with volcanism
T,T.GAP,gap,"a low place in a ridge, not used for transportation"
T,T.GRGE,gorge(s),"a short, narrow, steep-sided section of a stream valley"
T,T.HDLD,headland,a high projection of land extending into a large body of water beyond the line of the coast
T,T.HLL,hill,a rounded elevation of limited extent rising above the surrounding land with local relief of less than 300m
T,T.HLLS,hills,rounded elevations of limited extent rising above the surrounding land with local relief of less than 300m
T,T.HMCK,hammock(s),"a patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups"
T,T.HMDA,rock desert,"a relatively sand-free, high bedrock plateau in a hot desert, with or without a gravel veneer"
T,T.INTF,interfluve,a relatively undissected upland between adjacent stream valleys
T,T.ISL,island,"a tract of land, smaller than a continent, surrounded by water at high water"
T,T.ISLET,islet,"small island, bigger than rock, smaller than island."
T,T.ISLF,artificial island,"an island created by landfill or diking and filling in a wetland, bay, or lagoon"
T,T.ISLM,mangrove island,a mangrove swamp surrounded by a waterbody
T,T.ISLS,islands,"tracts of land, smaller than a continent, surrounded by water at high water"
T,T.ISLT,land-tied island,"a coastal island connected to the mainland by barrier beaches, levees or dikes"
T,T.ISLX,section of island,
T,T.ISTH,isthmus,a narrow strip of land connecting two larger land masses and bordered by water
T,T.KRST,karst area,"a distinctive landscape developed on soluble rock such as limestone characterized by sinkholes, caves, disappearing streams, and underground drainage"
T,T.LAVA,lava area,an area of solidified lava
T,T.LEV,levee,a natural low embankment bordering a distributary or meandering stream; often built up artificially to control floods
T,T.MESA,mesa(s),"a flat-topped, isolated elevation with steep slopes on all sides, less extensive than a plateau"
T,T.MND,mound(s),"a low, isolated, rounded hill"
T,T.MRN,moraine,"a mound, ridge, or other accumulation of glacial till"
T,T.MT,mountain,"an elevation standing high above the surrounding area with small summit area, steep slopes and local relief of 300m or more"
T,T.MTS,mountains,a mountain range or a group of mountains or high ridges
T,T.NKM,meander neck,a narrow strip of land between the two limbs of a meander loop at its narrowest point
T,T.NTK,nunatak,a rock or mountain peak protruding through glacial ice
T,T.NTKS,nunataks,rocks or mountain peaks protruding through glacial ice
T,T.PAN,pan,"a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool"
T,T.PANS,pans,"a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool"
T,T.PASS,pass,"a break in a mountain range or other high obstruction, used for transportation from one side to the other [See also gap]"
T,T.PEN,peninsula,an elongate area of land projecting into a body of water and nearly surrounded by water
T,T.PENX,section of peninsula,
T,T.PK,peak,"a pointed elevation atop a mountain, ridge, or other hypsographic feature"
T,T.PKS,peaks,"pointed elevations atop a mountain, ridge, or other hypsographic features"
T,T.PLAT,plateau,"an elevated plain with steep slopes on one or more sides, and often with incised streams"
T,T.PLATX,section of plateau,
T,T.PLDR,polder,an area reclaimed from the sea by diking and draining
T,T.PLN,plain(s),"an extensive area of comparatively level to gently undulating land, lacking surface irregularities, and usually adjacent to a higher area"
T,T.PLNX,section of plain,
T,T.PROM,promontory(-ies),a bluff or prominent hill overlooking or projecting into a lowland
T,T.PT,point,"a tapering piece of land projecting into a body of water, less prominent than a cape"
T,T.PTS,points,"tapering pieces of land projecting into a body of water, less prominent than a cape"
T,T.RDGB,beach ridge,"a ridge of sand just inland and parallel to the beach, usually in series"
T,T.RDGE,ridge(s),"a long narrow elevation with steep sides, and a more or less continuous crest"
T,T.REG,stony desert,a desert plain characterized by a surface veneer of gravel and stones
T,T.RK,rock,"a conspicuous, isolated rocky mass"
T,T.RKFL,rockfall,an irregular mass of fallen rock at the base of a cliff or steep slope
T,T.RKS,rocks,"conspicuous, isolated rocky masses"
T,T.SAND,sand area,a tract of land covered with sand
T,T.SBED,dry stream bed,a channel formerly containing the water of a stream
T,T.SCRP,escarpment,a long line of cliffs or steep slopes separating level surfaces above and below
T,T.SDL,saddle,"a broad, open pass crossing a ridge or between hills or mountains"
T,T.SHOR,shore,"a narrow zone bordering a waterbody which covers and uncovers at high and low water, respectively"
T,T.SINK,sinkhole,a small crater-shape depression in a karst area
T,T.SLID,slide,"a mound of earth material, at the base of a slope and the associated scoured area"
T,T.SLP,slope(s),a surface with a relatively uniform slope angle
T,T.SPIT,spit,"a narrow, straight or curved continuation of a beach into a waterbody"
T,T.SPUR,spur(s),"a subordinate ridge projecting outward from a hill, mountain or other elevation"
T,T.TAL,talus slope,a steep concave slope formed by an accumulation of loose rock fragments at the base of a cliff or steep slope
T,T.TRGD,interdune trough(s),a long wind-swept trough between parallel longitudinal dunes
T,T.TRR,terrace,"a long, narrow alluvial platform bounded by steeper slopes above and below, usually overlooking a waterbody"
T,T.UPLD,upland,an extensive interior region of high land with low to moderate surface relief
T,T.VAL,valley,an elongated depression usually traversed by a stream
T,T.VALG,hanging valley,a valley the floor of which is notably higher than the valley or shore to which it leads; most common in areas that have been glaciated
T,T.VALS,valleys,elongated depressions usually traversed by a stream
T,T.VALX,section of valley,
T,T.VLC,volcano,a conical elevation composed of volcanic materials with a crater at the top
U,U.APNU,apron,"a gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts"
U,U.ARCU,arch,a low bulge around the southeastern end of the island of Hawaii
U,U.ARRU,arrugado,an area of subdued corrugations off Baja California
U,U.BDLU,borderland,"a region adjacent to a continent, normally occupied by or bordering a shelf, that is highly irregular with depths well in excess of those typical of a shelf"
U,U.BKSU,banks,"elevations, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation"
U,U.BNKU,bank,"an elevation, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation"
U,U.BSNU,basin,a depression more or less equidimensional in plan and of variable extent
U,U.CDAU,cordillera,"an entire mountain system including the subordinate ranges, interior plateaus, and basins"
U,U.CNSU,canyons,"relatively narrow, deep depressions with steep sides, the bottom of which generally has a continuous slope"
U,U.CNYU,canyon,"a relatively narrow, deep depression with steep sides, the bottom of which generally has a continuous slope"
U,U.CRSU,continental rise,a gentle slope rising from oceanic depths towards the foot of a continental slope
U,U.DEPU,deep,"a localized deep area within the confines of a larger feature, such as a trough, basin or trench"
U,U.EDGU,shelf edge,a line along which there is a marked increase of slope at the outer margin of a continental shelf or island shelf
U,U.ESCU,escarpment (or scarp),an elongated and comparatively steep slope separating flat or gently sloping areas
U,U.FANU,fan,a relatively smooth feature normally sloping away from the lower termination of a canyon or canyon system
U,U.FLTU,flat,a small level or nearly level area
U,U.FRZU,fracture zone,"an extensive linear zone of irregular topography of the sea floor, characterized by steep-sided or asymmetrical ridges, troughs, or escarpments"
U,U.FURU,furrow,"a closed, linear, narrow, shallow depression"
U,U.GAPU,gap,a narrow break in a ridge or rise
U,U.GLYU,gully,a small valley-like feature
U,U.HLLU,hill,an elevation rising generally less than 500 meters
U,U.HLSU,hills,elevations rising generally less than 500 meters
U,U.HOLU,hole,a small depression of the sea floor
U,U.KNLU,knoll,"an elevation rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summit"
U,U.KNSU,knolls,"elevations rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summits"
U,U.LDGU,ledge,"a rocky projection or outcrop, commonly linear and near shore"
U,U.LEVU,levee,"an embankment bordering a canyon, valley, or seachannel"
U,U.MESU,mesa,"an isolated, extensive, flat-topped elevation on the shelf, with relatively steep sides"
U,U.MNDU,mound,"a low, isolated, rounded hill"
U,U.MOTU,moat,"an annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations"
U,U.MTU,mountain,a well-delineated subdivision of a large and complex positive feature
U,U.PKSU,peaks,"prominent elevations, part of a larger feature, either pointed or of very limited extent across the summit"
U,U.PKU,peak,"a prominent elevation, part of a larger feature, either pointed or of very limited extent across the summit"
U,U.PLNU,plain,"a flat, gently sloping or nearly level region"
U,U.PLTU,plateau,"a comparatively flat-topped feature of considerable extent, dropping off abruptly on one or more sides"
U,U.PNLU,pinnacle,"a high tower or spire-shaped pillar of rock or coral, alone or cresting a summit"
U,U.PRVU,province,a region identifiable by a group of similar physiographic features whose characteristics are markedly in contrast with surrounding areas
U,U.RDGU,ridge,a long narrow elevation with steep sides
U,U.RDSU,ridges,long narrow elevations with steep sides
U,U.RFSU,reefs,surface-navigation hazards composed of consolidated material
U,U.RFU,reef,a surface-navigation hazard composed of consolidated material
U,U.RISU,rise,"a broad elevation that rises gently, and generally smoothly, from the sea floor"
U,U.SCNU,seachannel,"a continuously sloping, elongated depression commonly found in fans or plains and customarily bordered by levees on one or two sides"
U,U.SCSU,seachannels,"continuously sloping, elongated depressions commonly found in fans or plains and customarily bordered by levees on one or two sides"
U,U.SDLU,saddle,"a low part, resembling in shape a saddle, in a ridge or between contiguous seamounts"
U,U.SHFU,shelf,a zone adjacent to a continent (or around an island) that extends from the low water line to a depth at which there is usually a marked increase of slope towards oceanic depths
U,U.SHLU,shoal,a surface-navigation hazard composed of unconsolidated material
U,U.SHSU,shoals,hazards to surface navigation composed of unconsolidated material
U,U.SHVU,shelf valley,"a valley on the shelf, generally the shoreward extension of a canyon"
U,U.SILU,sill,the low part of a gap or saddle separating basins
U,U.SLPU,slope,the slope seaward from the shelf edge to the beginning of a continental rise or the point where there is a general reduction in slope
U,U.SMSU,seamounts,"elevations rising generally more than 1,000 meters and of limited extent across the summit"
U,U.SMU,seamount,"an elevation rising generally more than 1,000 meters and of limited extent across the summit"
U,U.SPRU,spur,"a subordinate elevation, ridge, or rise projecting outward from a larger feature"
U,U.TERU,terrace,"a relatively flat horizontal or gently inclined surface, sometimes long and narrow, which is bounded by a steeper ascending slope on one side and by a steep descending slope on the opposite side"
U,U.TMSU,tablemounts (or guyots),"seamounts having a comparatively smooth, flat top"
U,U.TMTU,tablemount (or guyot),"a seamount having a comparatively smooth, flat top"
U,U.TNGU,tongue,an elongate (tongue-like) extension of a flat sea floor into an adjacent higher feature
U,U.TRGU,trough,"a long depression of the sea floor characteristically flat bottomed and steep sided, and normally shallower than a trench"
U,U.TRNU,trench,"a long, narrow, characteristically very deep and asymmetrical depression of the sea floor, with relatively steep sides"
U,U.VALU,valley,"a relatively shallow, wide depression, the bottom of which usually has a continuous gradient"
U,U.VLSU,valleys,"a relatively shallow, wide depression, the bottom of which usually has a continuous gradient"
V,V.BUSH,bush(es),a small clump of conspicuous bushes in an otherwise bare area
V,V.CULT,cultivated area,an area under cultivation
V,V.FRST,forest(s),an area dominated by tree vegetation
V,V.FRSTF,fossilized forest,a forest fossilized by geologic processes and now exposed at the earth's surface
V,V.GROVE,grove,"a small wooded area or collection of trees growing closely together, occurring naturally or deliberately planted"
V,V.GRSLD,grassland,an area dominated by grass vegetation
V,V.GRVC,coconut grove,a planting of coconut trees
V,V.GRVO,olive grove,a planting of olive trees
V,V.GRVP,palm grove,a planting of palm trees
V,V.GRVPN,pine grove,a planting of pine trees
V,V.HTH,heath,an upland moor or sandy area dominated by low shrubby vegetation including heather
V,V.MDW,meadow,"a small, poorly drained area dominated by grassy vegetation"
V,V.OCH,orchard(s),a planting of fruit or nut trees
V,V.SCRB,scrubland,"an area of low trees, bushes, and shrubs stunted by some environmental limitation"
V,V.TREE,tree(s),a conspicuous tree used as a landmark
V,V.TUND,tundra,"a marshy, treeless, high latitude plain, dominated by mosses, lichens, and low shrub vegetation under permafrost conditions"
V,V.VIN,vineyard,a planting of grapevines
V,V.VINS,vineyards,plantings of grapevines
